# Cycle: 1600, status: ACC, move: ('tr', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44104.558594    9901.085938
         1  -44094.785156    9755.187500
         2  -44071.730469   10254.703125
         3  -44424.324219    9963.170898
         4  -44355.214844   10167.079102
         5  -44441.265625    9917.691406
         6  -44037.671875   12927.191406
         7  -44133.824219   10019.275391
         8  -43930.484375   10398.671875
         9  -44049.832031   10317.812500
