# Cycle: 450, status: ACC, move: ('tr', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44851.468750    9784.787109
         1  -44654.683594   10068.387695
         2  -43924.980469   13017.246094
         3  -44206.652344   10216.654297
         4  -44377.226562    9724.554688
         5  -44648.058594   10085.921875
         6  -44460.164062    9796.064453
         7  -44670.242188   10032.882812
         8  -44540.054688    9663.347656
         9  -44077.703125   10022.682617
        10  -43995.855469   10496.419922
        11  -44103.015625   10341.133789
        12  -44116.886719   10546.704102
        13  -44415.429688   10347.500000
        14  -43963.859375   10467.933594
        15  -44424.003906   10044.420898
