# Cycle: 1100, status: NCR
#     Step              Filename       index    vel
         0    003_4455_trajF.trr           4     -1
         1    003_4455_trajF.trr           3     -1
         2    003_4455_trajF.trr           2     -1
         3    003_4455_trajF.trr           1     -1
         4    003_4454_trajB.trr           0      1
         5    003_4454_trajB.trr           1      1
         6    003_4454_trajB.trr           2      1
         7    003_4454_trajB.trr           3      1
