# Cycle: 1200, status: NCR
#     Step              Filename       index    vel
         0    006_4926_trajF.trr           6     -1
         1    006_4926_trajF.trr           5     -1
         2    006_4926_trajF.trr           4     -1
         3    006_4926_trajF.trr           3     -1
         4    006_4926_trajF.trr           2     -1
         5    006_4926_trajF.trr           1     -1
         6    006_4925_trajB.trr           0      1
         7    006_4925_trajB.trr           1      1
