# Cycle: 1450, status: NCR, move: ('s+', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44018.539062   10202.588867
         1  -44192.558594    9735.285156
         2  -44685.554688    9749.176758
         3  -44534.097656   10164.589844
         4  -44403.507812   12838.257812
         5  -44227.683594   10224.058594
         6  -43952.082031   10000.908203
         7  -44307.488281    9715.479492
         8  -43953.046875   10194.741211
         9  -44389.207031    9997.371094
