# Cycle: 750, status: ACC
#     Step              Filename       index    vel
         0    006_3090_trajB.trr           6     -1
         1    006_3090_trajB.trr           5     -1
         2    006_3090_trajB.trr           4     -1
         3    006_3090_trajB.trr           3     -1
         4    006_3090_trajB.trr           2     -1
         5    006_3090_trajB.trr           1     -1
         6    006_3090_trajB.trr           0     -1
         7    006_3091_trajF.trr           1      1
