# Cycle: 1750, status: ACC, move: ('tr', 0, 0, 0)
#     Time      Potential        Kinetic
         0  -44020.769531   10004.251953
         1  -44411.632812    9926.596680
         2  -44571.554688   10375.481445
         3  -44792.257812    9825.353516
         4  -43918.789062   13016.564453
         5  -44208.210938   10263.906250
         6  -44577.281250    9798.605469
         7  -44143.468750   10189.733398
         8  -44529.367188    9813.569336
         9  -44268.902344   10240.919922
